Date,Open,High,Low,Close,Adj Close,Volume
8/29/2012,24.116072,24.202499,24.021429,24.0525,20.624968,202806800
8/30/2012,23.951429,23.983929,23.673214,23.709642,20.330963,302699600
8/31/2012,23.830357,23.878571,23.473213,23.758572,20.372927,338321200
9/4/2012,23.777143,24.112143,23.732143,24.106071,20.670904,367892000
9/5/2012,24.127501,24.155357,23.914286,23.936787,20.525745,336375200
9/6/2012,24.041786,24.224644,23.957144,24.1525,20.71072,391196400
9/7/2012,24.21607,24.374287,24.134644,24.30143,20.838419,329666400
9/10/2012,24.301786,24.403214,23.646429,23.669287,20.296362,487998000
9/11/2012,23.753929,23.932142,23.446428,23.592501,20.230516,503983200
9/12/2012,23.816071,23.924999,23.428572,23.92107,20.512266,712233200
9/13/2012,24.191786,24.482143,24.098928,24.392143,20.916212,598360000
9/14/2012,24.64143,24.892143,24.567499,24.688572,21.170399,600474000
9/17/2012,24.976786,24.992857,24.807501,24.992144,21.430714,398031200
9/18/2012,24.995714,25.083214,24.872143,25.068214,21.495937,373503200
9/19/2012,25.009287,25.1425,24.984644,25.075001,21.501759,326874800
9/20/2012,24.969999,25.002144,24.772142,24.953571,21.397631,336568400
9/21/2012,25.086071,25.18107,24.977142,25.003214,21.440199,571589200
9/24/2012,24.530714,24.825714,24.392857,24.67107,21.155386,639766400
9/25/2012,24.580713,24.742144,24.035713,24.055,20.627104,518789600
9/26/2012,23.883572,24.024643,23.614286,23.75643,20.371086,576503200
9/27/2012,23.724644,24.363214,23.583929,24.332857,20.86537,594090000
9/28/2012,24.241072,24.325357,23.8125,23.825001,20.429884,535110800
10/1/2012,23.969999,24.169643,23.446428,23.549643,20.193768,543594800
10/2/2012,23.63607,23.798214,23.237499,23.618214,20.252567,627992400
10/3/2012,23.745001,23.995001,23.665358,23.980356,20.563105,424281200
10/4/2012,23.973213,24.080357,23.769644,23.814285,20.420696,370725600
10/5/2012,23.757143,23.785713,23.26,23.306786,19.985516,594006000
10/8/2012,23.102858,23.127144,22.718214,22.791786,19.543909,637994000
10/9/2012,22.808929,22.874643,22.269644,22.708929,19.472857,838597200
10/10/2012,22.847857,23.035,22.75,22.889643,19.627823,510356000
10/11/2012,23.089287,23.114286,22.432142,22.432142,19.23551,546081200
10/12/2012,22.484285,22.692142,22.332144,22.489643,19.284817,460014800
10/15/2012,22.583929,22.683214,22.280357,22.67,19.439478,432502000
10/16/2012,22.691786,23.225,22.535713,23.206785,19.899771,549771600
10/17/2012,23.173929,23.313929,23,23.021786,19.741129,389037600
10/18/2012,22.842501,22.930714,22.5,22.594286,19.374548,476624400
10/19/2012,22.5375,22.563213,21.772142,21.780001,18.676308,744086000
10/22/2012,21.872143,22.692142,21.812857,22.643929,19.41712,546730800
10/23/2012,22.535713,22.639286,21.84643,21.905714,18.784107,707145600
10/24/2012,22.194286,22.376785,21.808571,22.029642,18.890369,558527200
10/25/2012,22.142857,22.214287,21.626785,21.769285,18.667116,656325600
10/26/2012,21.765356,21.928572,21.107143,21.571428,18.497454,1018432800
10/31/2012,21.245714,21.498571,20.989286,21.261429,18.231628,510003200
11/1/2012,21.365,21.535713,21.220358,21.305,18.26899,361298000
11/2/2012,21.281786,21.319643,20.526787,20.6,17.664452,599373600
11/5/2012,20.84,20.991785,20.628571,20.879286,17.903942,529135600
11/6/2012,21.079643,21.097857,20.717501,20.816071,17.849737,374917200
11/7/2012,20.494286,20.519285,19.848213,19.928572,17.166758,793648800
11/8/2012,20.022499,20.079643,19.1175,19.205357,16.54377,1056146000
11/9/2012,19.300714,19.817142,19.061428,19.537857,16.830193,929913600
11/12/2012,19.791071,19.803572,19.237499,19.386786,16.700056,515802000
11/13/2012,19.246786,19.66,19.155714,19.389286,16.702208,532949200
11/14/2012,19.482143,19.551786,19.149286,19.174286,16.517004,477170400
11/15/2012,19.1975,19.267857,18.665001,18.772142,16.170591,789910800
11/16/2012,18.757143,18.928572,18.0625,18.845715,16.233978,1266893600
11/19/2012,19.311071,20.267857,19.281429,20.204643,17.40457,823317600
11/20/2012,20.425358,20.426786,19.806429,20.032499,17.256285,642754000
11/21/2012,20.151787,20.263214,19.878571,20.060715,17.28059,373002000
11/23/2012,20.256071,20.428572,20.092857,20.410713,17.582085,272826400
11/26/2012,20.567858,21.071428,20.489643,21.054644,18.136774,630579600
11/27/2012,21.055357,21.08643,20.717857,20.885,17.990643,533330000
11/28/2012,20.616785,20.921429,20.437857,20.819286,17.934031,520864400
11/29/2012,21.079287,21.223213,20.901787,21.048571,18.131544,514698800
11/30/2012,20.956785,21.014286,20.809999,20.902857,18.006018,391319600
12/3/2012,21.201786,21.235357,20.910713,20.935356,18.034019,364280000
12/4/2012,20.77857,20.77857,20.433214,20.566071,17.715908,557068400
12/5/2012,20.318214,20.330357,19.241785,19.2425,16.575768,1044638000
12/6/2012,18.890715,19.76107,18.522499,19.544287,16.835735,1177212400
12/7/2012,19.764286,19.828571,18.928572,19.044643,16.405325,787040800
12/10/2012,18.75,19.2325,18.627857,18.922144,16.299809,630484400
12/11/2012,19.2775,19.627144,19.191786,19.335358,16.655758,592345600
12/12/2012,19.563213,19.571428,19.1525,19.25,16.582228,487144000
12/13/2012,18.969643,19.201429,18.77857,18.9175,16.295809,625259600
12/14/2012,18.383928,18.504642,18.056429,18.206785,15.683589,1009579200
12/17/2012,18.176071,18.571428,17.901072,18.529642,15.9617,757607200
12/18/2012,18.75,19.103571,18.580357,19.067858,16.425325,625685200
12/19/2012,18.981071,19.060715,18.767857,18.796785,16.191824,449369200
12/20/2012,18.928572,18.935715,18.531429,18.633215,16.050922,481689600
12/21/2012,18.3025,18.559643,18.222857,18.547501,15.977085,596268400
12/24/2012,18.583929,18.723213,18.525356,18.577499,16.002928,175753200
12/26/2012,18.535713,18.552143,18.254286,18.321428,15.782335,302436400
12/27/2012,18.340714,18.4375,18.023571,18.395,15.845715,455120400
12/28/2012,18.224644,18.374287,18.147142,18.199642,15.677434,354278400
12/31/2012,18.233213,19.121429,18.178572,19.006071,16.372101,659492400
1/2/2013,19.779285,19.821428,19.343929,19.608213,16.890793,560518000
1/3/2013,19.567142,19.631071,19.321428,19.360714,16.677593,352965200
1/4/2013,19.1775,19.236786,18.779642,18.821428,16.213047,594333600
1/7/2013,18.642857,18.90357,18.4,18.710714,16.117676,484156400
1/8/2013,18.900356,18.996071,18.616072,18.76107,16.161057,458707200
1/9/2013,18.660713,18.750357,18.428213,18.467857,15.908476,407604400
1/10/2013,18.876785,18.882856,18.411428,18.696787,16.105679,601146000
1/11/2013,18.607143,18.761429,18.536428,18.582144,16.006929,350506800
1/14/2013,17.952856,18.125,17.803928,17.919643,15.436236,734207600
1/15/2013,17.796429,17.821072,17.263571,17.354286,14.94923,876772400
1/16/2013,17.665714,18.194286,17.589287,18.074642,15.569757,690804800
1/17/2013,18.225357,18.241072,17.929644,17.952856,15.464849,453678400
1/18/2013,17.804285,17.936428,17.728571,17.857143,15.382397,472922800
1/22/2013,18.02,18.138571,17.736786,18.0275,15.529148,461546400
1/23/2013,18.171785,18.3925,18.0275,18.3575,15.813415,861509600
1/24/2013,16.428572,16.633215,16.080357,16.089287,13.859543,1460852400
1/25/2013,16.131786,16.293928,15.535714,15.71,13.532822,1208026400
1/28/2013,15.636786,16.186071,15.566429,16.065357,13.838932,785517600
1/29/2013,16.375,16.435715,16.147142,16.366785,14.098586,571158000
1/30/2013,16.321428,16.521429,16.232143,16.315357,14.054282,417155200
1/31/2013,16.320715,16.402857,16.249287,16.2675,14.013059,319334400
2/1/2013,16.396786,16.41,16.012501,16.200714,13.955531,539484400
2/4/2013,16.211071,16.283571,15.785714,15.797143,13.607888,477117200
2/5/2013,15.858929,16.419287,15.793571,16.351429,14.08536,573347600
2/6/2013,16.3025,16.660713,16.16357,16.333929,14.070283,593706400
2/7/2013,16.544643,16.785713,16.218571,16.722143,14.488647,704580800
2/8/2013,16.928572,17.100357,16.723213,16.963572,14.697826,633158400
2/11/2013,17.017857,17.319286,16.901787,17.140356,14.851,517490400
2/12/2013,17.125357,17.227858,16.705,16.710714,14.478744,609053200
2/13/2013,16.686071,16.915714,16.543571,16.678928,14.451206,475207600
2/14/2013,16.59,16.844286,16.572144,16.663929,14.438204,355275200
2/15/2013,16.744642,16.79143,16.425714,16.434286,14.23924,391745200
2/19/2013,16.467857,16.526072,16.208929,16.428213,14.233974,435783600
2/20/2013,16.346071,16.346071,16.02857,16.030357,13.889259,476302400
2/21/2013,15.928571,16.041786,15.815,15.930714,13.802921,447182400
2/22/2013,16.044643,16.128571,15.95,16.100357,13.94991,330654800
2/25/2013,16.208929,16.254286,15.806071,15.814286,13.702046,372579200
2/26/2013,15.850714,16.126429,15.630714,16.034643,13.892971,501499600
2/27/2013,16.015356,16.158571,15.7375,15.8775,13.756818,587350400
2/28/2013,15.858929,15.995357,15.764286,15.764286,13.658722,322515200
3/1/2013,15.642857,15.649286,15.356429,15.373929,13.320505,552448400
3/4/2013,15.278571,15.292857,14.964286,15.001786,12.998069,582755600
3/5/2013,15.052857,15.5425,15.026786,15.397857,13.341242,638433600
3/6/2013,15.518214,15.544643,15.158214,15.202143,13.171667,460250000
3/7/2013,15.160714,15.428929,15.037857,15.377857,13.32391,468473600
3/8/2013,15.35,15.551071,15.3075,15.418571,13.359186,391482000
3/11/2013,15.348214,15.678929,15.183571,15.638214,13.549494,474236000
3/12/2013,15.557143,15.674286,15.270357,15.301071,13.25738,465911600
3/13/2013,15.301786,15.517857,15.191429,15.298214,13.254907,405549200
3/14/2013,15.458214,15.522857,15.373214,15.446429,13.383324,303875600
3/15/2013,15.640357,15.865357,15.616071,15.845,13.728659,643960800
3/18/2013,15.766071,16.337856,15.757143,16.275715,14.101844,606197200
3/19/2013,16.410713,16.463215,16.017857,16.231787,14.063782,526775200
3/20/2013,16.33643,16.343929,16.056786,16.145714,13.989208,308660800
3/21/2013,16.079287,16.356428,16.075001,16.168928,14.009325,383255600
3/22/2013,16.235001,16.503571,16.182501,16.496786,14.293391,395105200
3/25/2013,16.596071,16.78393,16.492144,16.556429,14.345063,501135600
3/26/2013,16.622856,16.637142,16.4475,16.469286,14.269563,294294000
3/27/2013,16.302143,16.314285,16.0975,16.145714,13.989208,331237200
3/28/2013,16.065001,16.136429,15.772143,15.809286,13.697717,442839600
4/1/2013,15.782143,15.846429,15.276429,15.318214,13.272233,389732000
4/2/2013,15.271429,15.647857,15.228571,15.349643,13.299463,529519200
4/3/2013,15.406071,15.617143,15.368214,15.428214,13.367541,363216000
4/4/2013,15.491429,15.535714,15.1875,15.275714,13.235408,358447600
4/5/2013,15.160714,15.176786,14.988571,15.114286,13.095546,383695200
4/8/2013,15.173214,15.267857,15.088929,15.221786,13.188683,300829200
4/9/2013,15.227143,15.303571,15.098214,15.249286,13.21251,306614000
4/10/2013,15.289286,15.609286,15.214643,15.560357,13.482034,375928000
4/11/2013,15.49,15.6425,15.4,15.511786,13.439952,328364400
4/12/2013,15.505357,15.505357,15.324643,15.35,13.299775,238613200
4/15/2013,15.25,15.281786,14.983929,14.994643,12.991879,317520000
4/16/2013,15.056071,15.236071,15.020357,15.222857,13.189614,305771200
4/17/2013,15.009643,15.021429,14.218214,14.385714,12.464281,945056000
4/18/2013,14.463929,14.4925,13.919286,14.001786,12.131636,666299200
4/19/2013,13.856071,14.271429,13.753571,13.9475,12.084599,609274400
4/22/2013,14.022857,14.364286,13.973929,14.238214,12.336483,429920400
4/23/2013,14.428214,14.585,14.243214,14.504643,12.567328,664238400
4/24/2013,14.055,14.830357,14.017857,14.480714,12.546596,969651200
4/25/2013,14.686786,14.783571,14.535714,14.585,12.63695,384837600
4/26/2013,14.636071,14.956071,14.580357,14.9,12.909875,764097600
4/29/2013,15.016071,15.486429,15,15.361429,13.309678,640326400
4/30/2013,15.539286,15.901786,15.431071,15.813571,13.701429,691538400
5/1/2013,15.873571,15.890357,15.513929,15.688929,13.593431,506909200
5/2/2013,15.777857,16.02107,15.736786,15.911429,13.786216,421828400
5/3/2013,16.118214,16.186787,16.041071,16.070715,13.924225,361300800
5/6/2013,16.275356,16.507143,16.225357,16.45393,14.256255,496641600
5/7/2013,16.606071,16.633928,16.203571,16.380714,14.192821,483753200
5/8/2013,16.394285,16.620358,16.278929,16.565714,14.353107,472598000
5/9/2013,16.421785,16.535713,16.270714,16.313213,14.227894,398487600
5/10/2013,16.356071,16.418215,16.088572,16.1775,14.109525,334852000
5/13/2013,16.125357,16.353571,16.125,16.240713,14.164658,316948800
5/14/2013,16.208929,16.257143,15.791071,15.852143,13.825764,447118000
5/15/2013,15.684286,15.75,15.084286,15.316071,13.358216,741613600
5/16/2013,15.115714,15.6375,14.960714,15.520714,13.536697,603204000
5/17/2013,15.680357,15.7175,15.393214,15.473571,13.495578,427904400
5/20/2013,15.425357,15.921429,15.360714,15.818929,13.796796,451578400
5/21/2013,15.648214,15.91,15.507143,15.702143,13.694935,456022000
5/22/2013,15.858929,16.012501,15.650714,15.7625,13.747577,443038400
5/23/2013,15.569643,15.934286,15.563929,15.790714,13.772185,353021200
5/24/2013,15.744643,15.916429,15.727143,15.898214,13.865945,276166800
5/28/2013,16.067858,16.111071,15.744643,15.765714,13.750378,386145200
5/29/2013,15.714286,15.982143,15.692857,15.891071,13.859712,330576400
5/30/2013,15.916071,16.232143,15.875357,16.127857,14.06623,353519600
5/31/2013,16.160713,16.325001,16.053572,16.061787,14.008604,384302800
6/3/2013,16.0975,16.155714,15.802857,16.097143,14.039445,372352400
6/4/2013,16.186428,16.229643,15.978214,16.046785,13.995522,292728800
6/5/2013,15.916071,16.097143,15.846786,15.896786,13.864697,290589600
6/6/2013,15.909643,15.964286,15.501786,15.659286,13.657555,416934000
6/7/2013,15.589286,15.83,15.456071,15.778929,13.761902,404535600
6/10/2013,15.883214,16.03857,15.6,15.674643,13.670951,450153200
6/11/2013,15.562143,15.812857,15.475714,15.628571,13.630766,286112400
6/12/2013,15.696429,15.758929,15.410714,15.435357,13.462255,265227200
6/13/2013,15.446429,15.612143,15.3125,15.57,13.579681,285832400
6/14/2013,15.55,15.581786,15.303571,15.358929,13.395595,271866000
6/17/2013,15.408571,15.560714,15.37,15.428571,13.456333,259414400
6/18/2013,15.412857,15.532143,15.364643,15.420357,13.449172,195025600
6/19/2013,15.407143,15.416429,15.107143,15.107143,13.175998,310940000
6/20/2013,14.975,15.213571,14.8275,14.887143,12.984117,357310800
6/21/2013,14.946071,15,14.575,14.767857,12.88008,481118400
6/24/2013,14.55,14.595,14.216071,14.376429,12.538689,480746000
6/25/2013,14.489286,14.563929,14.243929,14.379643,12.541492,314162800
6/26/2013,14.425,14.456786,14.130714,14.216786,12.399451,367724000
6/27/2013,14.258929,14.335357,14.055,14.063571,12.265821,337246000
6/28/2013,13.977143,14.295357,13.888214,14.161786,12.35148,578516400
7/1/2013,14.381786,14.723929,14.329286,14.615,12.746762,391053600
7/2/2013,14.641429,15.058214,14.623929,14.946071,13.035514,469865200
7/3/2013,15.030714,15.106429,14.908929,15.028571,13.107467,240928800
7/5/2013,15.013929,15.1175,14.833929,14.907857,13.002182,274024800
7/8/2013,15.003929,15.035714,14.666071,14.823214,12.928357,298138400
7/9/2013,14.771429,15.125,14.656429,15.083929,13.155746,352584400
7/10/2013,14.985714,15.171429,14.9375,15.026071,13.105287,281405600
7/11/2013,15.105357,15.294643,15.041786,15.260357,13.30962,326292400
7/12/2013,15.273214,15.349643,15.121786,15.2325,13.285328,279563200
7/15/2013,15.178929,15.409286,15.171429,15.265714,13.314295,241917200
7/16/2013,15.232857,15.3825,15.148929,15.364286,13.400269,216538000
7/17/2013,15.346429,15.436429,15.293571,15.368214,13.403692,198990400
7/18/2013,15.477857,15.531071,15.378929,15.42,13.448857,218878800
7/19/2013,15.467857,15.499286,15.155357,15.176786,13.236734,268721600
7/22/2013,15.337857,15.348214,15.195357,15.225357,13.279098,207796400
7/23/2013,15.214286,15.248571,14.953929,14.963929,13.051088,369395600
7/24/2013,15.676071,15.878214,15.545,15.7325,13.721412,591936800
7/25/2013,15.739286,15.764286,15.564643,15.660714,13.658803,229493600
7/26/2013,15.546429,15.751429,15.512143,15.749643,13.736362,200152400
7/29/2013,15.742857,16.071072,15.721429,15.9925,13.948176,248057600
7/30/2013,16.07,16.326786,16.043928,16.190001,14.120429,309422400
7/31/2013,16.249643,16.33357,16.051071,16.161785,14.095824,322957600
8/1/2013,16.276787,16.314285,16.187857,16.309999,14.225089,206250800
8/2/2013,16.3575,16.530357,16.309286,16.519285,14.407621,274783600
8/5/2013,16.596071,16.809643,16.505358,16.766071,14.622862,318855600
8/6/2013,16.715,16.853214,16.506071,16.616072,14.492036,334857600
8/7/2013,16.564285,16.678572,16.491785,16.606428,14.483624,298858000
8/8/2013,16.566429,16.575001,16.355356,16.464643,14.45478,255777200
8/9/2013,16.379999,16.445,16.201786,16.230356,14.249094,266865200
8/12/2013,16.316429,16.737499,16.308214,16.691429,14.653886,364434000
8/13/2013,16.819286,17.66643,16.71607,17.484644,15.350271,881941200
8/14/2013,17.781429,18.008928,17.621429,17.803572,15.630265,756372400
8/15/2013,17.729286,17.942858,17.467142,17.782499,15.611763,490294000
8/16/2013,17.862499,17.962143,17.816429,17.940357,15.750349,362306000
8/19/2013,18.012142,18.347857,18,18.133572,15.91998,510518400
8/20/2013,18.20393,18.234644,17.886429,17.895357,15.710851,358688400
8/21/2013,17.985357,18.112499,17.9,17.941429,15.751293,335879600
8/22/2013,18.035,18.056786,17.792856,17.962856,15.770099,244207600
8/23/2013,17.973928,17.976786,17.833929,17.893572,15.709276,222731600
8/26/2013,17.883928,18.22143,17.875,17.963215,15.770421,330965600
8/27/2013,17.785713,17.946787,17.367857,17.449642,15.319536,424188800
8/28/2013,17.357143,17.707144,17.357143,17.532143,15.39196,307608000
8/29/2013,17.558929,17.732143,17.540358,17.560715,15.417058,239657600
8/30/2013,17.571428,17.605356,17.375,17.400715,15.276587,272297200
9/3/2013,17.610714,17.878571,17.405357,17.449286,15.319225,331928800
9/4/2013,17.841429,17.937143,17.724285,17.810356,15.636215,345032800
9/5/2013,17.866072,17.88143,17.629999,17.688213,15.528984,236367600
9/6/2013,17.80143,17.834999,17.498215,17.793571,15.621483,359525600
9/9/2013,18.035713,18.139999,17.981428,18.077499,15.870749,340687200
9/10/2013,18.078571,18.123215,17.482143,17.665714,15.509235,743195600
9/11/2013,16.678928,16.9175,16.600357,16.70393,14.664857,898696400
9/12/2013,16.732143,16.978571,16.643213,16.881786,14.821003,404051200
9/13/2013,16.762142,16.85107,16.59643,16.603571,14.576746,298835600
9/16/2013,16.464287,16.486071,15.972143,16.075714,14.113326,543706800
9/17/2013,15.998571,16.418215,15.982143,16.261429,14.276371,399380800
9/18/2013,16.542143,16.655357,16.452143,16.595715,14.56985,456862000
9/19/2013,16.810715,16.993929,16.758928,16.867857,14.808772,404541200
9/20/2013,17.071428,17.09107,16.642857,16.693214,14.655451,699302800
9/23/2013,17.717857,17.746786,17.235714,17.522858,15.383817,762106800
9/24/2013,17.674286,17.695356,17.422144,17.467857,15.335527,364344400
9/25/2013,17.47143,17.487143,17.19393,17.1975,15.098176,316957200
9/26/2013,17.357143,17.44857,17.282143,17.365,15.245225,237221600
9/27/2013,17.277857,17.309643,17.168571,17.241072,15.13643,228040400
9/30/2013,17.044643,17.202143,16.943214,17.026787,14.9483,260156400
10/1/2013,17.0875,17.469286,17.084999,17.427143,15.299784,353883600
10/2/2013,17.343929,17.564285,17.276787,17.484285,15.349947,289184000
10/3/2013,17.518213,17.583929,17.169287,17.264643,15.157125,322753200
10/4/2013,17.280714,17.307142,17.092857,17.251072,15.145205,258868400
10/7/2013,17.377144,17.594643,17.333929,17.419643,15.293203,312292400
10/8/2013,17.497856,17.522858,17.162144,17.17643,15.079676,290917200
10/9/2013,17.308571,17.42107,17.081429,17.378214,15.256832,301725200
10/10/2013,17.547144,17.584999,17.394285,17.487143,15.352455,278602800
10/11/2013,17.3925,17.637142,17.327143,17.600357,15.451854,267738800
10/14/2013,17.493929,17.770714,17.476786,17.715714,15.553129,261898000
10/15/2013,17.768213,17.928572,17.697144,17.809999,15.635905,320073600
10/16/2013,17.885357,17.9475,17.829643,17.896786,15.712104,251101200
10/17/2013,17.856428,18.027857,17.845715,18.017857,15.818397,253593200
10/18/2013,18.071072,18.187857,18.061071,18.174643,15.956035,290542000
10/21/2013,18.2775,18.725,18.268572,18.620001,16.347036,398106800
10/22/2013,18.800358,18.873215,18.143929,18.566786,16.30031,534063600
10/23/2013,18.535713,18.77393,18.535713,18.748571,16.459904,313723200
10/24/2013,18.75,19.016787,18.65893,18.996786,16.677822,384764800
10/25/2013,18.975714,19.043928,18.753929,18.784286,16.491259,337792000
10/28/2013,18.894285,18.964287,18.686071,18.924286,16.61417,550440800
10/29/2013,19.1525,19.258928,18.376429,18.452856,16.200283,635807200
10/30/2013,18.557501,18.84,18.465,18.746429,16.458023,354163600
10/31/2013,18.75,18.838928,18.616785,18.667856,16.389038,275696400
11/1/2013,18.715,18.742857,18.422857,18.5725,16.305326,274890000
11/4/2013,18.610714,18.815001,18.528929,18.8125,16.516027,244627600
11/5/2013,18.735001,18.888929,18.678572,18.766071,16.475266,265213200
11/6/2013,18.719643,18.745001,18.507143,18.604286,16.428596,223375600
11/7/2013,18.556429,18.685356,18.299286,18.303213,16.162731,262620400
11/8/2013,18.377857,18.611786,18.306786,18.591429,16.417238,279316800
11/11/2013,18.571072,18.631071,18.371786,18.5375,16.369617,227452400
11/12/2013,18.488214,18.71143,18.464287,18.571787,16.399893,204276800
11/13/2013,18.5,18.651787,18.462856,18.593929,16.419453,197220800
11/14/2013,18.671785,18.902857,18.638214,18.862858,16.656929,282419200
11/15/2013,18.806429,18.89607,18.731787,18.749643,16.55695,317920400
11/18/2013,18.749643,18.828215,18.507143,18.522499,16.356375,244944000
11/19/2013,18.536785,18.692142,18.498928,18.555357,16.385386,208938800
11/20/2013,18.543928,18.58643,18.368929,18.392857,16.241886,193916800
11/21/2013,18.485714,18.614643,18.345358,18.612143,16.435534,262026800
11/22/2013,18.554285,18.648571,18.518929,18.564285,16.393269,223725600
11/25/2013,18.607857,18.781071,18.607143,18.705,16.517532,229311600
11/26/2013,18.718571,19.147858,18.714287,19.049999,16.822187,401382800
11/27/2013,19.153929,19.5,19.049999,19.498571,17.21829,363448400
11/29/2013,19.624287,19.940357,19.564644,19.859644,17.537146,318127600
12/2/2013,19.928572,20.154642,19.672144,19.686787,17.384501,472544800
12/3/2013,19.939285,20.227858,19.917143,20.225714,17.860401,450968000
12/4/2013,20.196428,20.328215,20.029285,20.178572,17.818768,377809600
12/5/2013,20.451786,20.540714,20.22893,20.282143,17.910233,447580000
12/6/2013,20.206785,20.241072,19.984644,20.000713,17.661715,344352400
12/9/2013,20.032143,20.342142,20.032143,20.229643,17.863873,320493600
12/10/2013,20.127857,20.281429,20.042856,20.198214,17.836115,278269600
12/11/2013,20.25,20.391787,19.98893,20.048571,17.703976,359718800
12/12/2013,20.076429,20.190714,20.001072,20.019285,17.67812,262290000
12/13/2013,20.101786,20.102858,19.77393,19.801071,17.485418,332822000
12/16/2013,19.822144,20.094286,19.821787,19.910713,17.582241,282592800
12/17/2013,19.850357,19.98,19.763571,19.821072,17.503084,229902400
12/18/2013,19.632143,19.694643,19.242857,19.670357,17.369991,565863200
12/19/2013,19.625,19.642857,19.418928,19.445,17.170988,320308800
12/20/2013,19.479643,19.700357,19.457857,19.607857,17.31481,436413600
12/23/2013,20.285713,20.382856,20.098572,20.360357,17.979298,501306400
12/24/2013,20.353214,20.424286,20.215357,20.27393,17.902977,167554800
12/26/2013,20.289286,20.339287,20.120714,20.139286,17.784086,204008000
12/27/2013,20.136429,20.157499,19.982143,20.003214,17.663921,225884400
12/30/2013,19.909286,20.003214,19.725714,19.804285,17.488256,253629600
12/31/2013,19.791786,20.045713,19.785713,20.036428,17.693254,223084400
1/2/2014,19.845715,19.893929,19.715,19.754642,17.444424,234684800
1/3/2014,19.745001,19.775,19.301071,19.320715,17.061239,392467600
1/6/2014,19.194643,19.52857,19.057142,19.426071,17.154276,412610800
1/7/2014,19.440001,19.498571,19.21143,19.287144,17.031601,317209200
1/8/2014,19.243214,19.484285,19.23893,19.409286,17.13945,258529600
1/9/2014,19.52857,19.530714,19.119642,19.161428,16.920582,279148800
1/10/2014,19.279642,19.314285,18.968214,19.033571,16.80768,304976000
1/13/2014,18.925358,19.375,18.924286,19.133215,16.89567,378492800
1/14/2014,19.222143,19.526072,19.202143,19.513929,17.231853,332561600
1/15/2014,19.768572,20.007143,19.702143,19.905714,17.577824,391638800
1/16/2014,19.817858,19.887501,19.702856,19.794643,17.479748,229278000
1/17/2014,19.695715,19.716785,19.282143,19.309643,17.051466,426739600
1/21/2014,19.321072,19.645357,19.300714,19.609644,17.316383,328526800
1/22/2014,19.675358,19.903214,19.564644,19.696787,17.393333,379985200
1/23/2014,19.640715,19.875,19.4575,19.863571,17.540609,403239200
1/24/2014,19.785713,19.843571,19.455357,19.502501,17.221769,429354800
1/27/2014,19.645357,19.814285,19.491072,19.660713,17.361471,554878800
1/28/2014,18.17,18.392857,17.93107,18.089287,15.973823,1065523200
1/29/2014,17.998215,18.120358,17.807858,17.883928,15.792481,502810000
1/30/2014,17.947857,18.089287,17.739286,17.849285,15.761886,678501600
1/31/2014,17.684999,17.911785,17.626785,17.878571,15.787745,464797200
2/3/2014,17.950357,18.133215,17.832144,17.911785,15.817078,401464000
2/4/2014,18.066071,18.195,17.955713,18.17107,16.046043,376681200
2/5/2014,18.091429,18.402857,18.080357,18.306786,16.165886,328344800
2/6/2014,18.216429,18.339287,18.13607,18.303928,16.260117,257765200
2/7/2014,18.620714,18.676071,18.477858,18.559999,16.487591,370280400
2/10/2014,18.523571,18.999643,18.5,18.8925,16.782969,345559200
2/11/2014,18.950357,19.205357,18.910713,19.14143,17.004097,282256800
2/12/2014,19.176786,19.27,19.044287,19.139999,17.002829,308100800
2/13/2014,19.094999,19.458929,19.078571,19.44393,17.272821,307398000
2/14/2014,19.373928,19.499287,19.32893,19.428213,17.25886,272924400
2/18/2014,19.5,19.685356,19.486071,19.499643,17.322313,260251600
2/19/2014,19.455357,19.531786,19.083929,19.191786,17.048834,313768000
2/20/2014,19.035357,19.178572,18.892857,18.969643,16.85149,305858000
2/21/2014,19.028214,19.091785,18.735714,18.758928,16.664305,278784800
2/24/2014,18.683929,18.925714,18.657858,18.84107,16.737278,288909600
2/25/2014,18.906429,18.913214,18.607143,18.645,16.563103,231952000
2/26/2014,18.700357,18.75,18.414286,18.476786,16.41367,276217200
2/27/2014,18.469286,18.885,18.430357,18.845358,16.741085,301882000
2/28/2014,18.895714,19.026787,18.647142,18.794287,16.695717,371968800
3/3/2014,18.693571,18.951786,18.671785,18.848572,16.743948,238781200
3/4/2014,18.964287,19.022858,18.848928,18.972857,16.854351,259140000
3/5/2014,18.96143,19.098213,18.897499,19.012857,16.889885,200062800
3/6/2014,19.028214,19.087143,18.860714,18.955357,16.838806,185488800
3/7/2014,18.967501,18.999287,18.7875,18.944286,16.828968,220729600
3/10/2014,18.870001,19.047501,18.869286,18.96143,16.844196,178584000
3/11/2014,19.123215,19.240713,19.02107,19.14607,17.008219,279224400
3/12/2014,19.089643,19.191071,19,19.164642,17.024717,199326400
3/13/2014,19.194286,19.273571,18.898571,18.951786,16.835632,257742800
3/14/2014,18.885357,18.960358,18.678572,18.73893,16.64654,237199200
3/17/2014,18.84643,18.9275,18.780357,18.812143,16.71158,199544800
3/18/2014,18.782143,18.998928,18.757143,18.978571,16.859425,209647200
3/19/2014,19.009287,19.151428,18.892857,18.973572,16.854988,224756000
3/20/2014,18.924643,19.02393,18.833929,18.882143,16.773767,208398400
